대학,학과,전형,질문,답변,원본파일
상명대학교(천안),문화예술경영학과,학생부종합(상명인재),연출자는 체력적으로 힘든 직업이라는 걸 알고 있죠? 그런데도 하고 싶은 이유가 있나요?,저도 직업 관련 책을 읽으면서 깊이 생각했던 내용인데 ~ 무대는 재밌는 일이 일어나는 공간이며 ~ 이기 때문에 무대를 좋아합니다. ~ 단점이 있음에도 이 일을 하고 싶은 이유입니다.,e1d6bbff-_______7.xlsx
상명대학교(천안),문화예술경영학과,학생부종합(상명인재),생기부에 보면 봉사활동에 행사지원운영부에서 활동했다고 하는데 어떤 일을 했나요?,행사지원운영부는 한 마디로 스태프라고 할 수 있습니다. 학교에서 일어나는 행사를 준비하며 ~ 활동을 하며 ~ 을 느낄 수 있었습니다.,e1d6bbff-_______7.xlsx
상명대학교(천안),문화예술경영학과,학생부종합(상명인재),이 직업에 대한 자신의 장점은 무엇인가요?,저의 장점은 ~입니다. ~ 연출자에 적합한 장점을 가지고 있다고 생각합니다.,e1d6bbff-_______7.xlsx
상명대학교(천안),문화예술경영학과,학생부종합(상명인재),이제 30초 정도 남았는데 물어봤으면 했던 질문이나 하고 싶은 말이 있나요?,하고 싶은 말을 해도 될까요? ~ 상명대의 교화인 매화는 ~ 의 꽃말을 가지고 있습니다. (생략) 감 사합니다.,e1d6bbff-_______7.xlsx
서경대학교(서울),헤어디자인,학생부종합(계약학과),계약학과의 장점이 어떤 것인지 이유를 말해보세요.,먼저 혜어 디자인 4년제를 고민하는 이유는 4년제를 졸업한 후에 디자이너 공부를 시작하게 된다 면 디자이너 공부가 늦어지기 때문에 많은 학생들이 2년제와 4년제를 고민하는 것 같습니다. 하지 만 계약학과에서는 학업과 취업을 모두 할 수 있다는 점이 계약학과의 가장 큰 장점이라고 생각합 니다.,4fcfaffe-_______8.xlsx
서경대학교(서울),헤어디자인,학생부종합(계약학과),서경대 헤어 디자인과 목표로 한 이유를 말해보세요.,저는 어린 시절부터 꾸미는 것에 관심이 많고 대화를 나누는 것을 좋아하였기 때문에 헤어디자이 너라는 진로를 가지며 서경대학교를 목표로 4년을 준비했습니다. (부모님과 친구들의 머리를 해주 고 만족하는 모습을 볼 때마다 행복함을 느끼고) 입시를 준비하면서 제가 가진 기술들은 친구들과 공유하고 가르쳐 주는 것에서 보람을 많이 느꼈습니다. 제가 미용을 시작했을 당시 공부를 못해서 싫어해서 미용을 한다는 인식이 있었습니다. 그 인식들 이 항상 저에게 상처가 되었고 더 열심히 도전할 수 있는 계기가 되었던 것 같습니다. 그래서 미 용에서 모두가 알아주는 서경대가 언제나 제 목표였습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),MSDE,학생부종합(학교생활우수자),지원동기부터 말 해줄래요?,제가 생각하는 공학의 가장 큰 가치는 세상에 평등을 선사할 수 있다는 것입니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),MSDE,학생부종합(학교생활우수자),"수학, 과학 성적이 특출나게 높은데, 그 비법이 있나요?","수학과 과학이 지닌 완전함과 꾸밈없음에 매력을 느껴 정말 좋아하는 과목이었고, 열심히 공부했 습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),MSDE,학생부종합(학교생활우수자),반면 영어 성적이 조금 아쉬워요. 그 이유가 있나요?,"지문을 외워야 시험을 잘 칠 수 있는 내신 영어 시험에 자신이 없었던 것이 그 이유라고 생각합니 다. 하지만 모의고사 성적이 늘 높았고, 원어민수업시간에도 잘 해냈으니 영어로 진행되는 수업에 는 차질이 없을거라 자신합니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),MSDE,학생부종합(학교생활우수자),"물리2를 수강했는데, 물리2에서 배운 개념 이야기해줄래요?","돌림 힘 토크와 포물선, 케플러 법칙, 트랜지스터 등에 관한 내용을 배운 기억이 납니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),MSDE,학생부종합(학교생활우수자),강체와 관성모멘트가 무엇인지 설명 좀 해 줄래요?,답변함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),MSDE,학생부종합(학교생활우수자),"학생, 내가 만약 지금 물이 들어있는 양동이를 두 개 들고 있어요. 이 양동이에 들어있는 물 높이 는 다르고, 가운데에 관이 있다고 생각해봐요. 이걸 전기와 엮어서 설명할 수 있나요? 전압, 전류, 저항에 관해서 설명해주세요.?",답변함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),MSDE,학생부종합(학교생활우수자),혹시 저항은 어떻게 이야기할 수 있을까?,"관 속에 기류저항이 존재한다면, 이것이 물의 흐름을 방해하기에 저항과 같다고 말씀드릴 수 있습 니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),MSDE,학생부종합(학교생활우수자),벌써 10분이 다 되었어요. 마지막으로 할 말 있으면 해주세요.,답변함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건설시스템공학과,학생부종합(학교생활우수자),자기소개와 지원동기를 말해주세요.,안녕하세요. 건설시스템공학과에 지원한 수험생입니다. 저탄소 콘크리트와 BIM기술을 중점적으로 탐구하면서…(중략) (고등학교 때 했던 활동과 포부 언급),4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건설시스템공학과,학생부종합(학교생활우수자),1학년 때는 생명과학에 관심이 많았는데 건설분야로 진로를 바꾼 특별한 계기가 있나요?,계기 제시함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건설시스템공학과,학생부종합(학교생활우수자),(꼬리질문) BIM기술에 대해서 설명하고 개인적인 의견을 말해주세요.,"BIM기술 설명, 1학년, 2학년 때 딥러닝으로 분리수거 배출을 한 경험을 토대로 BIM기술 문제 해 결할 수 있다는 의견을 제시함.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건설시스템공학과,학생부종합(학교생활우수자),(꼬리질문) 딥러닝에 대해 관심이 많은 것 같은데 구체적으로 어떻게 프로그래밍 하였나요? 사용 했던 사이트는 무엇인가요?,준비한 대답 제시함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건설시스템공학과,학생부종합(학교생활우수자),1학년 때 부반장을 하였는데 어려웠던 점이 있나요?,어려웠던 점을 제시함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건설시스템공학과,학생부종합(학교생활우수자),10초 정도 남았는데 마지막으로 할 말 있나요?,BIM기술 문제 해결을 위한 연구…(중략),4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축공학과,학생부종합(학교생활우수자)전형,자기소개 해주시겠어요?,건축에 관심을 가지게 된 계기를 말함. 건축학과를 지망하다가 학교생활을 하며 건축의 구조나 공 학적인 부분에 대한 탐구를 많이 진행하게 되면서 건축공학과로 지망이 바뀌었음을 말함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축공학과,학생부종합(학교생활우수자)전형,우리 대학에 합격하게 된다면 중심적으로 배우고 싶거나 탐구하고 싶은 것 있나요?,대학 커리큘럼에 공학인증을 위해 bim과 디지털 트윈이 존재하였는데 교과과목에서 탐구 주제로 탐구 해본 경험을 말함. 대학에 와서 bim과 디지털 트윈 기술에 대하여 더욱 탐구하고 싶다고 답변함,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축공학과,학생부종합(학교생활우수자)전형,학교생활을 하면서 기억에 남는 봉사활동 있나요?,학교에서 진행한 봉사활동 중 학생 주도형 봉사활동으로 친구들과 같이 건물의 안전에 필요한 구 조와 건축물에 따른 특징에 대하여 소개하는 블로그 운영과 캠페인 활동을 한 것이 기억에 남는다 고 답변함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축공학과,학생부종합(학교생활우수자)전형,현재 혹은 미래에 건축이라는 분야에서 중요하다고 생각하는 것이 있나요?,건축에서 중요하다 생각하는 부분은 환경이라고 답함. 건축이 전 산업에서 이산화 탄소 배출량의 40%를 차지하며 건축이라는 산업이 직속되기 위해서 환경에 대한 고려는 필수적 이고 개인적으로 bim기술과 디지털 트윈 기술 또한 환경 문제에 해결책이 될 수 있다고 답변함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축공학과,학생부종합(학교생활우수자)전형,학교생활을 하면서 리더쉽을 발휘했던 경험이 있나요?,학교 운동회에서 친구들의 참여를 늘리기 위해 먼저 나서서 운동회 프로그램에 참여하고 친구들을 독려했다고 답변함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축공학과,학생부종합(학교생활우수자)전형,마지막으로 하고 싶은 말이나 포부가 있다면 해줄 수 있나요?,(준비한 답변을 그대로 말함),4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축공학전공),학생부종합(기회균형),먼저 지원 동기와 이 학교에 지원한 이유를 말씀해주세요.,어렸을 때부터 레고 블럭 갖고 노는 걸 좋아했고 고등학교 올라와서는 실내 인테리어에 관심을 가 지게 되었습니다. 그러면서 점점 진로에 대한 고민을 하며 건축공학이란 과를 알게 되어 더 정보 를 알아보고 진학하고 싶어서 지원하게 되었습니다. 그리고 이 학교에 지원한 이유는 학교 선생님 께서 추천해주셨습니다. 그래서 홈페이지에 들어와 이것 저것 찾아 보는 도중 ‘ 우리의 상상이 미 래를 만든다. ‘ 라는 슬로건이 확 와닿아 지원하게 되었습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축공학전공),학생부종합(기회균형),독서 기록 중 지리의 힘이란 책을 읽었는데 내용이나 느낀점이 무엇인가요?,건축이나 건축공학에서는 설계를 하기 전 먼저 그 땅의 지리에 대해 알아야 한다고 생각하고 그에 도움이 되지 않을까 싶어서 읽었습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축공학전공),학생부종합(기회균형),사회 동아리에 들었는데 그 동아리에서 어떤 것을 배웠는지… 말씀해 주십시오.,건축공학에서 환경도 중요하게 여기는 것으로 알고 있습니다. 사회 동아리에서 여러 분야도 있지 만 환경 분야에 대해 심화탐구 하고자 하였습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축공학전공),학생부종합(기회균형),그러면 이때부터 계속 건축공학에 대해 생각하면서 활동하신 거네요?,"네, 맞습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축공학전공),학생부종합(기회균형),미세 플라스틱에 대해 탐구해봤는데 미세 플라스틱을 줄일 방안에 대해 생각하신 점이 있나요?,잠시만 생각 좀 해보겠습니다. 사실 아직까지 잘 모르겠습니다. 하지만 앞으로 이 학교에서 건축환 경에 대해 배우면서 알아가고 싶습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축공학전공),학생부종합(기회균형),성적 부분에서 수학은 떨어지고 영어는 올랐는데 왜 떨어지셨나요?,이전보다 공부량도 떨어지고 제가 학교 교육과정을 따라가기 벅찼던 것 같습니다. 성적이 낮은 대 신 수행평가나 학과와 연관지어 글을 쓸 때엔 건축공학과에 대해 탐구한 것을 최대한 녹여내려고 했습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축공학전공),학생부종합(기회균형),이제 곧 시간이 다 되어 마지막으로 하고 싶으신 말씀 있으시면 해주시면 될 것 같습니다.,솔직히 이런 단어를 쓰기엔 민망하지만 최대한 리더십과 책임감 등 제가 부족한 부분은 더 채우고 장점은 최대치로 끌어올려 미래 서울과기대를 빛내고 싶습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축학 전공),학생부종합(기회균등),오늘 날씨가 좀 추운데 괜찮으세요?,실내가 히터가 틀어져 있어서 괜찮습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축학 전공),학생부종합(기회균등),오늘 과기대 캠퍼스에 처음 오셨을 텐데 직접 본 소감이 어떤가요?,이곳에 오는 길에 건물에 숫자가 적혀있는데 이건 무슨 뜻인가요? A(면접관):딱히 큰 뜻은 없는 거 같고 구별을 편하게 하기 위한 걸로 알고 있습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축학 전공),학생부종합(기회균등),그럼 자신이 건축으로 진로를 가지게 된 계기는 무엇인가요?,제가 중학교 때 TV 프로그램을 시청한 적이 있는데 그때 ‘나도 저런 건축물을 지어보고 싶다.’라는 생 각이 들어 건축에 관심을 가지게 되었습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축학 전공),학생부종합(기회균등),이 학교로 진학을 신청하게 된 이유는 무엇입니까?,"제가 이 학교의 건축학과 홈페이지에서 실천적 전공 교육과 글로벌 인재 양성에 대한 이념을 보았고, 교과과정 중에서 건축 실무와 글로벌 인턴십이라고 하는 교과가 저의 목표 중에서 해외를 향한 목표가 있는데 그거에 큰 도움이 될 거 같아 이 학교에 지원하게 되었습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축학 전공),학생부종합(기회균등),건축 자재 피라미드라고 하는 활동이 있는데 여기서 다룬 자재들의 특징들을 얘기해 주시겠어요?,건축 자재 피라미드의 취지가 이산화탄소 배출량이 어떤 자재에서 많이 나오는지를 한눈에 보기 쉽게 하려고 만든 것입니다. 그래서 제가 다룬 자재들 대부분이 원료의 제조 과정과 마지막 결과물을 얻을 때의 과정에서 화석연료에 의한 이산화탄소 배출량이 많았습니다. 하지만 특이한 자재가 있었는데 PIR 단열재가 바로 그것입니다. PIR 단열재는 완성된 자체로는 친환경적인 자재지만 원료의 가공 과정에서 만 이산화탄소가 배출된다는 것을 알게 되었습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축학 전공),학생부종합(기회균등),미래에 이러한 건축이 어떻게 변할지 생각해보셨나요? 있으시다면 말씀해 주세요,"현재 제가 생각하고 있는 미래의 건축은 3D 프린팅 건축 공법입니다. 이 공법은 현재 상용화가 되어있 지 않고 상용화가 되었을 때 많은 시간이 소요되는 건설 시간이 기하급수적으로 감소하고, 공사하는 시 간이 줄어서 장비를 이용하는 시간 또한 같이 줄어 친환경적이기 때문에 이 기술이 상용화가 될 거 같 습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축학 전공),학생부종합(기회균등),고등학교에서 자치순찰대를 했는데 이게 뭔지 설명해주시겠어요?,자치순찰대는 흔히 알고 있는 학교의 선도부에서 하는 활동인데 아침에 학교에 일찍 나와서 학생들의 교복 복장 검사나 횡단보도 근처에서 활동할 때 학생들이 안전하게 건널 수 있도록 도움을 주었습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학부(건축학 전공),학생부종합(기회균등),"과학기술, 예를 들어 AI, 컴퓨터 등과 같은 것들이 발전함에 따라 건축의 설계 부분에서 어떤 변화가 있을지 말해주시겠어요?",저는 설계하면 종이를 이용한 설계를 가장 먼저 떠올리는데 과학기술이 발전함에 따라 홀로그램을 이용 한 설계 방식이 도입 될 거 같습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학전공,학생부종합(학교생활우수자),자기소개랑 지원동기 말해보세요,경험을 바탕으로 건축에 관심을 가지게 된 계기와 해당 대학의 교육 목표를 관련지어 대답함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학전공,학생부종합(학교생활우수자),"친환경 건축에 관심이 많은거 같은데 친환경 건축에서 무엇에 초점을 맞춰야하는지, 어떤 기술이 필요하다고 생각하나요?",친환경 건축이란 건물을 시공하고 사용하고 철거할 때 환경오염이 최대한 발생하지 않도록 해야한 다는 것을 설명하고 조사한 친환경 건축물을 예시로 들며 답함,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학전공,학생부종합(학교생활우수자),그렇다면 제로에너지 하우스에서 초점을 맞춰야할 것은 무엇이고 어떤 기술이 있나요?,제로에너지 하우스란 화석 연료 에너지를 최소한으로 사용하는 것을 설명하고 액티브 하우스와 패 시브 하우스를 설명함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학전공,학생부종합(학교생활우수자),친환경 하우스를 조사하면서 인상깊은 건물은 무엇인가요?,조사한 건물 말함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),건축학전공,학생부종합(학교생활우수자),마지막으로 할 말 있나요?,고등학교 때 한 활동 중 가장 인상 깊은 활동 말함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),경영학과(글로벌테크노경영전공),학생부종합(학교생활우수자)전형,지원동기와 자기소개 같이 말씀해주세요.,(미리 준비한 대로 답변함),4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),경영학과(글로벌테크노경영전공),학생부종합(학교생활우수자)전형,플랫폼 전쟁이랑 뉴로마케팅에 대해 설명해주세요.,뉴로마케팅을 설명한 후 플랫폼 전쟁 내용 연계하여 답변함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),경영학과(글로벌테크노경영전공),학생부종합(학교생활우수자)전형,인상 깊었던 책을 소개해주세요.,‘세계의 환경도시를 가다’ 읽고 ESG 경영의 중요성을 역설함. AI기반한 ESG 경영의 좋은 사례를 언급함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),경영학과(글로벌테크노경영전공),학생부종합(학교생활우수자)전형,"생활기록부에 기재된 우리나라와 일본의 고령화 정책 탐구와 관련해서 공통점, 차이점 인급, 노노 케어, 조부모 육아휴직제 등 설명해주세요.",(예상 질문이라서 준비한 대로 답변함),4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),경영학과(글로벌테크노경영전공),학생부종합(학교생활우수자)전형,다른 학생들에 비해 봉사 시간이 많은 이유?,"평소 예의범절을 중시하는 성격으로, 선도부 활동에 적극 참여했다고 답변함.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),경영학과(글로벌테크노경영전공),학생부종합(학교생활우수자)전형,좋아하는 과목과 키우고 싶은 역량?,정보컴퓨터 과목을 좋아하며 과기대 입학 후 파이썬 공부하면서 역량 더 키우고 싶다고 답변함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),경영학과(글로벌테크노경영전공),학생부종합(학교생활우수자)전형,취득한 자격증에 관해 간략하게 설명해주세요.,초등학교 방과후 수업 들으면서 스크래쳐 프로그램으로 자격증을 취득하였다고 답변함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),경영학과(글로벌테크노경영전공),학생부종합(학교생활우수자)전형,"베이지안 통계에 대해서, 아는대로 말씀해보세요.","베이지안 통계의 정의, 불확실한 주제를 탐구할 연구방법에 대해 배웠으며, 모든 통계자료는 수치, 숫자를 바탕으로만 이루어지는지 의문을 가져서 베이지만 통계 찾아낸다고 설명함.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),경영학과(글로벌테크노경영전공),학생부종합(학교생활우수자)전형,위 의문은 왜 가졌나요?,양적 연구 탐구에서 면접을 통계자료로 변화시켜서 쓰고 싶단 생각이 들었음을 설명함.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),지원동기부터 말해볼까요?,오리가미 방식과 생체모방기술을 적용한 로봇을 만들고 싶다. (준비한 대로 얘기함.),4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),오리가미 방식을 통해서 축전기의 용량을 늘릴 수 있나요?,"네, 늘릴 수 있다고 생각합니다. 이 실험을 진행하게 된 것은 ... 그래서 면적을 무한히 늘릴 수 있 다면 좋겠지만, 부피에 대해 한계가 존재하기 때문에 오리가미 방식을 통해서 표면적은 늘리고, 부 피는 한정지으며 가능하게 할 수 있다고 생각합니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),표면적을 늘릴 수 있어서 용량을 늘릴 수 있다?,"네, 그렇다고 생각합니다. 부피가 한정적인 상황에서 면적을 늘릴 수 있기 때문입니다. (대충 이런 식으로 답한 듯)",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),그로 인한 단점은 없나요?,"죄송합니다, 그 부분에 대해서는 생각해보지 못했습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),"3학년 때, 물리탐구실험대회에서 금상을 수상을 했다는데, 어떻게 수상을 했나요?","당시 탐구의 주제가 ... 그래서 운동량 보존과 자기력의 세기가 그 변화의 요인이라고 파악하였고, 그를 잘 파악하여서 좋은 성과를 얻을 수 있었다고 생각합니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),실제로 실험은 해봤나요?,"아니요, 실제로 해보지는 못했습니다. 대신 물리 선생님께 찾아가서 제가 파악한 요인이 알맞은 것 인 지에 대해서 직접 물어보고, 그가 맞는 것임을 알게 되었습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),그래서 결국 실험은 안 했고?,"네, 안 했습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),"독서 실적이 눈에 띄는데, 책을 다 읽었나요?","네, 다 읽었습니다. 다만, 내용이 어려워서 완벽한 이해는 하지 못했습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),"‘해안선의 역설, 프랙탈 차원’ 이란 책을 읽었는데, 해안선의 역설과 프랙탈이 무슨 관련이 있나요?",제일 먼저 해안선의 역설이란 ... 프랙탈 또한 복잡하게 계속 무한히 반복된다는 점에서 저자가 책 을 쓴 것으로 알고 있습니다. (제대로 알지 못하는 부분이라서 생각나는 대로 답변함. 그리고 답변 내용이 잘못 됨.),4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),프랙탈이 뭔지 아나요?,"규칙성을 가지고 계속 반복하는 상태, 도형이라고 생각합니다. (제대로 알지 못하는 부분이라서 생 각나는 대로 답변함)",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),프랙탈이 수학과 물리에서 왜 중요한지 알고 있나요?,규칙성을 가지고 있기 때문에 중요하다고 생각합니다. (제대로 알지 못하는 부분이라서 생각나는 대로 답변함),4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),프랙탈이 생체모방과 무슨 관련이 있나요?,"결국 사람의 신체도 규칙성을 가지고 계속해서 반복되기 때문에, 이러한 점에서 유사성이 존재한 다고 생각합니다. (제대로 알지 못하는 부분이라서 생각나는 대로 답변함)",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),"이과 성적이 문과 성적에 비해서 낮은데, 정말 이 학과 오고 싶습니까?","네, 정말 오고 싶습니다. 제가 다른 친구들에 비해서 ... 꼭 이 학과에 오고 싶습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템공학과,학생부종합(학교생활우수자),마지막으로 할 말 있으면 해보세요,처음 보는 면접이기 때문에 긴장을 많이 해서... 꼭 와서 저의 재능과 역량을 펼치고 싶습니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템디자인공학과,학생부종합(학교생활우수자)전형,지원동기 말씀해주세요.,"저는 고등학교 3년 동안 항공기 및 로켓에 관심을 가지고 간이제트펄스엔진 설계 및 제작 프로젝 트에 참여하며 열역학과 로켓엔진의 기본 원리를 배우고, 실제 모델에 적용해보는 경험을 쌓았습 니다.이러한 경험들은 시스템디자인공학과에서 배우게 될 설계와 제조 기술을 더욱 효과적으로 학 습할 수 있는 기반이 될 것입니다. 기시디에서의 학업을 통해 기계적 구조 해석, 재료 선정, 제조 공정 등 항공우주공학에서 핵심이 되는 기술들을 익히고 싶습니다. 장기적으로는 기시디에서 쌓은 설계와 제조 지식을 바탕으로 우주항공공학 분야에 특화된 연구를 진행하며, 산업 전반에 기여할 수 있는 엔지니어로 성장하고 싶습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템디자인공학과,학생부종합(학교생활우수자)전형,제트펄스엔진의 원리에 대해 말해줄 수 있나요?,"엔진의 흡입구를 통해 공기가 들어옵니다. 공기와 연료가 혼합되어 연소실로 들어갑니다. 이 과정 에서 연료는 보통 액체 형태로 사용되며, 공기와의 혼합이 중요합니다. 혼합된 공기와 연료는 점화 장치에 의해 점화됩니다. 이때 발생하는 연소 반응은 고온의 가스를 생성합니다. 생성된 고온 가스 는 빠르게 팽창하여 엔진의 배기구를 통해 밖으로 나갑니다. 이 과정에서 발생하는 반작용에 의해 엔진은 앞으로 나아가는 힘을 얻습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템디자인공학과,학생부종합(학교생활우수자)전형,2학년 동아리를 보면 물로켓에 대해서 탐구했는데 물로켓에 적용된 과학적 원리에 대해 설명해주세요.,"운동량 보존 법칙은 닫힌 시스템에서 총 운동량이 일정하게 유지된다는 원리입니다. 작용반작용 법칙에 의해 물로켓을 발사할 때, 물이 아래로 쏟아지면서 로켓이 위로 상승합니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템디자인공학과,학생부종합(학교생활우수자)전형,스윙바이가 무엇인가요?,"스윙바이 기법은 적은 동력으로 먼거리를 항해하기 위해 천채의 중력을 이용하는 가속법으로, 작 동과정은 우주선이 특정천체에 접근하면 우주선이 천체의 중력장에 의해 중력을 받으며 우주선의 궤도를 변화시킵니다. 그 후 중력장을 탈출하여 이동하는 것입니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템디자인공학과,학생부종합(학교생활우수자)전형,스윙바이에 적용된 작용반작용을 수식적으로 표현해주세요.,"스윙바이 기법에서 운동량 보존 법칙은 로켓과 행성 간의 운동량 변화가 같다는 것을 의미합니다. 로켓이 행성의 중력을 이용해 가속할 때, 행성의 운동량도 미세하게 변화하지만, 전체 시스템의 운 동량은 보존됩니다. 이를 수식으로 나타내면, 로켓과 행성의 질량과 속도를 곱한 값의 합이 서로 같다는 것이라고 증명할 수 있습니다. 2025학년도 대입전형 면접후기 자료집 Ⅱ - 360 -",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템디자인공학과,학생부종합(학교생활우수자)전형,케플러법칙이 무엇인가요?,"케플러 법칙은 행성의 운동을 설명하는 세 가지 법칙으로 구성되어 있습니다. 첫째, 모든 행성은 태양을 한 초점으로 하는 타원 궤도를 따라 움직이며, 둘째, 행성이 태양에 가까워질수록 더 빠르 게 움직이고, 동일한 시간 동안 그리는 면적은 항상 같다는 면적 속도 법칙이 있습니다. 셋째, 행 성의 공전 주기의 제곱은 궤도 반지름의 세제곱에 비례하는 조화의 법칙이 있습니다.",4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템디자인공학과,학생부종합(학교생활우수자)전형,인공위성에 대해 탐구했는데 인공위성이 행성을 어떤 원리로 탐사하나요?,케플러 제1 법칙인 타원궤도법칙이 있는데 태양을 초점으로 타원궤도로 공전을 한다는 법칙입니 다. 인공위성이 태양을 초점으로 타원궤도로 공전하며 탐사합니다.,4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템디자인공학과,학생부종합(학교생활우수자)전형,인공위성은 주로 지구를 탐사하죠? 그럼 지구를 탐사하는 인공위성의 원리를 수식적으로 나타낼수 있나요?,구심력을 이용하여 지구를 탐사합니다. 수식적으로는 잘 모르겠습니다. (케플러 제1법칙을 언급함),4fcfaffe-_______8.xlsx
서울과학기술대학교(서울),기계시스템디자인공학과,학생부종합(학교생활우수자)전형,마지막으로 할 말 있나요?,"기계공학용어 중, 손으로 그리는 제도를 디지털로 대체하는 Computer-Aided Design, CAD라는 개념이 있는데, 이 개념을 저한테 적용시켜 제가 한국 우주공학분야를 생성, 수정, 해석하는 i-aided space engineering, IAS가 되겠습니다.",4fcfaffe-_______8.xlsx
